rfcavity LS1_CB04:CAV1_D1420 0.300000 0.017000 80.500000 1.000000 -40.000000
drift DRIFT 0.095595 0.020000 
mark LS1_CB04:BPM_D1423 0.000000 -28.000000 
drift DRIFT 0.055880 0.020000 
drift DRIFT 0.076136 0.020000 
solenoid LS1_CB04:SOL1_D1426 0.250000 0.020000 6.150000 
mark LS1_CB04:DCH_D1426 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
mark LS1_CB04:DCV_D1426 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
solenoid LS1_CB04:SOL1_D1426 0.250000 0.020000 6.150000 
drift DRIFT 0.076136 0.020000 
drift DRIFT 0.098602 0.020000 
rfcavity LS1_CB04:CAV2_D1432 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB04:CAV3_D1436 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB04:CAV4_D1440 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.095595 0.017000 
mark LS1_CB04:BPM_D1442 0.000000 -28.000000 
drift DRIFT 0.055880 0.020000 
drift DRIFT 0.076136 0.020000 
solenoid LS1_CB04:SOL2_D1446 0.250000 0.020000 5.700000 
mark LS1_CB04:DCH_D1446 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
mark LS1_CB04:DCV_D1446 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
solenoid LS1_CB04:SOL2_D1446 0.250000 0.020000 5.700000 
drift DRIFT 0.076136 0.020000 
drift DRIFT 0.098602 0.020000 
rfcavity LS1_CB04:CAV5_D1452 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB04:CAV6_D1456 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB04:CAV7_D1460 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.095595 0.017000 
mark LS1_CB04:BPM_D1462 0.000000 -28.000000 
drift DRIFT 0.055880 0.020000 
drift DRIFT 0.076136 0.020000 
solenoid LS1_CB04:SOL3_D1466 0.250000 0.020000 6.730000 
mark LS1_CB04:DCH_D1466 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
mark LS1_CB04:DCV_D1466 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
solenoid LS1_CB04:SOL3_D1466 0.250000 0.020000 6.730000 
drift DRIFT 0.076136 0.020000 
drift DRIFT 0.098602 0.020000 
rfcavity LS1_CB04:CAV8_D1472 0.300000 0.017000 80.500000 1.000000 -40.000000
drift DRIFT 0.175312 0.017000 
drift DRIFT 0.072000 0.020000 
drift DRIFT 0.116000 0.020000 
mark LS1_WB04:BPM_D1477 0.000000 -28.000000 
drift DRIFT 0.074000 0.020000 
drift LS1_WB04:PORT_D1478 0.000000 0.020000 
drift DRIFT 0.091000 0.020000 
drift LS1_WB04:PORT_D1479 0.000000 0.020000 
drift DRIFT 0.099000 0.020000 
drift DRIFT 0.072000 0.020000 
drift DRIFT 0.175312 0.020000 
rfcavity LS1_CB05:CAV1_D1484 0.300000 0.017000 80.500000 1.000000 -40.000000
drift DRIFT 0.095595 0.020000 
mark LS1_CB05:BPM_D1486 0.000000 -28.000000 
drift DRIFT 0.055880 0.020000 
drift DRIFT 0.076136 0.020000 
solenoid LS1_CB05:SOL1_D1490 0.250000 0.020000 6.750000 
mark LS1_CB05:DCH_D1490 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
mark LS1_CB05:DCV_D1490 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
solenoid LS1_CB05:SOL1_D1490 0.250000 0.020000 6.750000 
drift DRIFT 0.076136 0.020000 
drift DRIFT 0.098602 0.020000 
rfcavity LS1_CB05:CAV2_D1496 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB05:CAV3_D1500 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB05:CAV4_D1504 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.095595 0.017000 
mark LS1_CB05:BPM_D1506 0.000000 -28.000000 
drift DRIFT 0.055880 0.020000 
drift DRIFT 0.076136 0.020000 
solenoid LS1_CB05:SOL2_D1510 0.250000 0.020000 6.100000 
mark LS1_CB05:DCH_D1510 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
mark LS1_CB05:DCV_D1510 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
solenoid LS1_CB05:SOL2_D1510 0.250000 0.020000 6.100000 
drift DRIFT 0.076136 0.020000 
drift DRIFT 0.098602 0.020000 
rfcavity LS1_CB05:CAV5_D1516 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB05:CAV6_D1520 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB05:CAV7_D1524 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.095595 0.017000 
mark LS1_CB05:BPM_D1526 0.000000 -28.000000 
drift DRIFT 0.055880 0.020000 
drift DRIFT 0.076136 0.020000 
solenoid LS1_CB05:SOL3_D1530 0.250000 0.020000 7.330000 
mark LS1_CB05:DCH_D1530 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
mark LS1_CB05:DCV_D1530 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
solenoid LS1_CB05:SOL3_D1530 0.250000 0.020000 7.330000 
drift DRIFT 0.076136 0.020000 
drift DRIFT 0.098602 0.020000 
rfcavity LS1_CB05:CAV8_D1536 0.300000 0.017000 80.500000 1.000000 -40.000000
drift DRIFT 0.175312 0.017000 
drift DRIFT 0.072000 0.020000 
drift DRIFT 0.116000 0.020000 
mark LS1_WB05:BPM_D1541 0.000000 -28.000000 
drift DRIFT 0.074000 0.020000 
drift LS1_WB05:PORT_D1542 0.000000 0.020000 
drift DRIFT 0.091000 0.020000 
drift LS1_WB05:PORT_D1543 0.000000 0.020000 
drift DRIFT 0.099000 0.020000 
drift DRIFT 0.072000 0.020000 
drift DRIFT 0.175312 0.020000 
rfcavity LS1_CB06:CAV1_D1548 0.300000 0.017000 80.500000 1.000000 -40.000000
drift DRIFT 0.095595 0.020000 
mark LS1_CB06:BPM_D1550 0.000000 -28.000000 
drift DRIFT 0.055880 0.020000 
drift DRIFT 0.076136 0.020000 
solenoid LS1_CB06:SOL1_D1554 0.250000 0.020000 7.340000 
mark LS1_CB06:DCH_D1554 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
mark LS1_CB06:DCV_D1554 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
solenoid LS1_CB06:SOL1_D1554 0.250000 0.020000 7.340000 
drift DRIFT 0.076136 0.020000 
drift DRIFT 0.098602 0.020000 
rfcavity LS1_CB06:CAV2_D1560 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB06:CAV3_D1564 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB06:CAV4_D1567 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.095595 0.017000 
mark LS1_CB06:BPM_D1570 0.000000 -28.000000 
drift DRIFT 0.055880 0.020000 
drift DRIFT 0.076136 0.020000 
solenoid LS1_CB06:SOL2_D1574 0.250000 0.020000 6.500000 
mark LS1_CB06:DCH_D1574 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
mark LS1_CB06:DCV_D1574 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
solenoid LS1_CB06:SOL2_D1574 0.250000 0.020000 6.500000 
drift DRIFT 0.076136 0.020000 
drift DRIFT 0.098602 0.020000 
rfcavity LS1_CB06:CAV5_D1580 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB06:CAV6_D1583 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
